seller_id,pedidos,media_dias_atraso,percentual_atraso
fa40cc5b934574b62717c68f3d678b6d,307,0.65,5.26
bfd27a966d91cfaafdb25d076585f0da,117,0.40,5.26
1f9ab4708f3056ede07124aad39a2554,78,0.68,5.26
d650b663c3b5f6fb392b6326366efa9a,60,0.49,5.26
75fbb52eda0cbc24f479d3b2fbfa8d3e,40,0.32,5.26
ba90964cff9b9e0e6f32b23b82465f7b,38,0.24,5.26
04e38a233f726ef161074ab1c9b0399a,23,0.83,5.26
430315b7bb4b6e4b3c978f9dfa9b0558,20,0.40,5.26
d2374cbcbb3ca4ab1086534108cc3ab7,524,0.36,5.25
7a67c85e85bb2ce8582c35f2203ad736,1160,0.66,5.24
670c26e0f1bf8d0576271d5cfaec6d2b,78,1.53,5.19
f80edd2c5aaa505cc4b0a3b219abf4b8,119,0.34,5.17
c003204e1ab016dfa150abc119207b24,197,0.61,5.13
113e3a788b935f48aad63e1c41dac1bd,39,0.33,5.13
b94cc9f10ddc85e4ba73a6f7974e7101,39,0.31,5.13
01cf7e3d21494c41fb86034f2e714fa1,61,0.57,5.08
f7720c4fa8e3aba4546301ab80ea1f1b,60,0.62,5.08
ceaec5548eefc6e23e6607c5435102e7,203,0.54,5.05
0c8380b62e38e8a1e6adbeba7eb9688c,182,1.08,5.00
a2e874074c877c5a05abae80ad6e488f,44,0.33,5.00
20d83f3ef0e6925fd74bfd59170babf7,40,0.15,5.00
b56906f7fd1696e043f1bcce164c487b,40,0.76,5.00
83deb69e889cf80f82be1dc6d5f2d486,40,0.17,5.00
6288c69c4ce638e59925e59193f98b16,22,0.40,5.00
82bd0703a4aefd6b599e5bfdaed378fb,21,0.26,5.00
808d4348b916efa08e766ebad39f61eb,21,0.20,5.00
cfe94489ddd337d1e29e12f2a7205d10,20,0.42,5.00
542917da124346b47ea1ac79a93ce454,20,0.15,5.00
1fe5540d7c1c37a595fefbacd5570d9e,20,0.20,5.00
a1043bafd471dff536d0c462352beb48,718,0.48,4.99
0c7533c71df861ec58ad7ff999ed0e8d,61,0.45,4.92
4e17c65a516f69d023a2ae78b84f28d6,61,1.32,4.92
4830e40640734fc1c52cd21127c341d4,210,0.30,4.90
7008613ea464bad5cb9b83456e1e6a8f,127,0.32,4.88
e63e8bfa530fb16910dd6956e592bb81,42,0.24,4.88
43f8c9950d11ecd03a0304a49e010da6,41,0.34,4.88
7dc8c42cc750eeafea6c85712ffee9bf,41,0.24,4.88
cca3071e3e9bb7d12640c9fbe2301306,712,0.84,4.86
850f4f8af5ea87287ac68de36e29107f,187,0.34,4.84
05d2173d43ea568aa0540eba70d2ca76,62,1.09,4.84
41b39e28db005d9731d9d485a83b4c38,195,0.47,4.81
92eb0f42c21942b6552362b9b114707d,341,0.29,4.79
31344c16881c08a8a72c6d2eb29918c1,43,1.05,4.76
5f3ae9136c875522250f8184f253413a,43,0.13,4.76
c013e57c075a06e5b5c48ee03c525719,42,0.40,4.76
3d5d0dc7073a299e31fa718ce1bc00b6,23,0.09,4.76
7c5b05cbdb5542049f38d90d7815b97d,22,0.30,4.76
9596c870880d900012f2e8e6e30d06d7,22,0.39,4.76
e99e927c81e3f51739c94fcdfca9f10f,22,0.54,4.76
af4a0e4cfe1d9c26b6712b1be25a72e5,21,0.27,4.76
412a4720f3e9431b4afa1476a1acddbe,21,2.55,4.76
af3ef48d0e13835e529c29ac573c63e5,21,0.19,4.76
a5a1bfcf728ab0e19182959cf0771ee4,21,2.33,4.76
53e4c6e0f4312d4d2107a8c9cddf45cd,473,0.64,4.75
7e93a43ef30c4f03f38b393420bc753a,336,0.83,4.70
813348c996469b40f2e028d5429d3495,179,0.37,4.65
cd06602b43d8800bd0afad514919d35c,44,0.60,4.65
b39d7fe263ef469605dbb32608aee0af,44,0.27,4.65
2138ccb85b11a4ec1e37afbd1c8eda1f,396,0.45,4.64
0241d4d5d36f10f80c644447315af0bd,238,0.40,4.62
1da3aeb70d7989d1e6d9b0e887f97c23,265,0.33,4.60
0509040ea3fe50071181bbc359eb7738,89,0.16,4.60
b32be1695eb7ec5f10f72d9610a12527,45,0.04,4.55
c66dccfb3f109511246da627dd5a2498,45,0.18,4.55
abcd2cb37d46c2c8fb1bf071c859fc5b,45,0.35,4.55
f789d2c4f2c2eb38fc4373e7a4b35264,44,0.08,4.55
2b1a40c1daabc6ca280c4b815c101841,23,0.15,4.55
730937bf88cb151eb2eb849f642fc213,22,0.08,4.55
4200ddf1967c5e41e48db62bc6d4b5ac,22,0.10,4.55
df56d7b40d437f88407c5f78b63bc328,22,1.88,4.55
55f7a3319d80f7fdf078b8f03e6725fe,22,0.18,4.55
f0837c8d71434931d9e38e7b79234797,22,0.39,4.55
8fdca8e349553f99bc738833a62c8802,22,0.21,4.55
093805f8f2aeb63881444571e1f48f30,22,0.26,4.55
5670f4db5b62c43d542e1b2d56b0cf7c,22,0.09,4.55
0d33a55da925bbf1ff02af5f6059fc7f,22,0.21,4.55
503c1de08ae81a2d86f17951b204db55,22,1.14,4.55
79ebd9a61bac3eaf882805ed4ecfa12a,136,0.28,4.51
1c129092bf23f28a5930387c980c0dfc,201,0.26,4.50
1b4c3a6f53068f0b6944d2d005c9fc89,113,0.52,4.50
98dac6635aee4995d501a3972e047414,91,0.05,4.49
afe0067131b73e40875c9b6c10bd2e21,46,0.24,4.44
870d0118f7a9d85960f29ad89d5d989a,45,1.07,4.44
e333046ce6517bd8bb510291d44f0130,68,0.34,4.41
94144541854e298c2d976cb893b81343,68,0.39,4.41
7b07b3c7487f0ea825fc6df75abd658b,93,0.73,4.40
6edacfd9f9074789dad6d62ba7950b9c,208,0.19,4.39
a3a38f4affed601eb87a97788c949667,254,0.65,4.38
669ae81880e08f269a64487cfb287169,162,0.49,4.35
640e21a7d01df7614a3b4923e990d40c,116,0.94,4.35
dee656f0f566ed1aa85bd137c943f08f,93,0.63,4.35
4b5f66b7adcf57f1ecc0d3c07dd6b177,23,0.53,4.35
10076e5788b8ee532724bcd460baf762,23,0.54,4.35
d624126b9206f595fb3fbb6ba03b28a8,23,0.43,4.35
d50d79cb34e38265a8649c383dcffd48,70,0.81,4.29
f8db351d8c4c4c22c6835c19a46f01b0,667,0.35,4.25
7299e27ed73d2ad986de7f7c77d919fa,338,0.37,4.18
128639473a139ac0f3e5f5ade55873a5,533,0.41,4.17
81a1104df0f08b59c68aa5b03cfe398e,73,0.15,4.17
cb3dd9ce66268c7a3ca7241ac70ab58c,50,1.02,4.17
729b2d09b2a0bdab221076327f13d050,49,0.27,4.17
2199e7fe213c16213bf5d6a7eadc9a5d,25,0.13,4.17
b83cedfb587e7911540e3f576d6917ce,24,0.16,4.17
2e13c71026e1a39ba5cc1b86dcb679aa,24,0.25,4.17
a3f0b55de503387383c7b1de3ad7f678,24,0.42,4.17
a938325a4b357fd23a6a4d5bb126408e,24,0.60,4.17
cea729054f157f5870bdd321a958d994,24,0.04,4.17
9b013e03b2ab786505a1d3b5c0756754,174,0.27,4.12
9d4db00d65d7760644ac0c14edb5fd86,98,0.35,4.12
a7f13822ceb966b076af67121f87b063,75,2.04,4.11
080102cd0a76b09e0dcf55fcacc60e05,124,0.23,4.10
282f23a9769b2690c5dda22e316f9941,99,0.34,4.08
9f505651f4a6abe901a56cdc21508025,397,0.42,4.07
701938c450705b8ae65fc923b70f35c7,75,0.55,4.05
8f119a0aee85c0c8fc534629734e94fd,77,0.28,4.00
95f83f51203c626648c875dd41874c7f,52,0.08,4.00
25cf099de44674fde97473224f9d59ab,50,0.20,4.00
f7496d659ca9fdaf323c0aae84176632,26,0.12,4.00
c8417879a15366a17c30af34c798c332,26,0.03,4.00
1dc2de47ee26a0a5b12dc14fd6dc0dea,25,0.04,4.00
ed4311e67debd72b8610a5347a743087,25,0.15,4.00
87142160b41353c4e5fca2360caf6f92,305,0.34,3.93
7202e2ba20579a9bd1acb29e61fe71f6,53,0.28,3.92
aafe36600ce604f205b86b5084d3d767,129,0.44,3.88
00fc707aaaad2d31347cf883cd2dfe10,103,0.25,3.88
4d6d651bd7684af3fffabd5f08d12e5a,369,0.37,3.86
e883aa812c37a7413226856f4579fe91,26,0.03,3.85
ccf8813e5a7d6c84d865cd38bfc2b130,26,0.31,3.85
06df0c10d34e459d9672bc77388742eb,26,0.13,3.85
4bfc7a4a1cf8d4d2121c27422d9e50b5,26,0.20,3.85
d91fb3b7d041e83b64a00a3edfb37e4f,535,0.19,3.82
710e3548e02bc1d2831dfc4f1b5b14d4,136,0.36,3.82
537eb890efff034a88679788b647c564,160,0.29,3.80
6b243f80ed07b10f0e8aa0f21a205f3c,79,0.46,3.80
0db783cfcd3b73998abc6e10e59a102f,132,0.50,3.79
febab0275244b9a49a623f0bd613ca2f,109,0.12,3.77
750303a20e9c56b2a6bc45cdce0b897d,54,1.05,3.77
1a3df491d1c4f1589fc2b934ada68bf2,167,0.23,3.75
2528513dd95219a6013d4d05176e391a,161,0.55,3.75
e8b3a3a38279a82f0e5d006d5e5b7d2c,87,0.32,3.75
dbb9b48c841a0e39e21f98e1a6b2ec3e,108,0.44,3.70
688756f717c462a206ad854c5027a64a,83,0.31,3.70
4e7c18b98d84e05cbae3ff0ff03846c2,82,0.19,3.70
062ce95fa2ad4dfaedfc79260130565f,55,0.47,3.70
38e679b9e0064cd94c6f035707344dae,28,0.50,3.70
ffc470761de7d0232558ba5e786e57b7,28,0.53,3.70
575df70bde3f9f2b30bf8d2e9910d725,27,0.15,3.70
95ec4458365c4d11f452ccf538377619,27,0.06,3.70
5f5b43b2bffa8656e4bc6efeb13cc649,27,0.24,3.70
5b67882648febfb6e1225e6ad7164f6b,27,0.30,3.70
0b90b6df587eb83608a64ea8b390cf07,164,0.28,3.68
db4350fd57ae30082dec7acbaacc17f9,137,0.26,3.68
ebd2d60905fb58271facef5596b620d3,84,1.94,3.66
eeb6de78f79159600292e314a77cbd18,83,1.20,3.66
5a8e7d5003a1f221f9e1d6e411de7c23,139,0.11,3.65
7d456afc660226829370f3173d14520c,56,0.88,3.64
3078096983cf766a32a06257648502d1,59,0.18,3.57
0bb738e4d789e63e2267697c42d35a2d,30,0.31,3.57
817245bcc3badd82bbd222e0366951a6,29,0.32,3.57
6061155addc1e54b4cfb51c1c2a32ad8,28,0.06,3.57
d379f449f2a3b271bc01c0782020f705,28,0.55,3.57
1771297ac436903d1dd6b0e9279aa505,28,0.08,3.57
de722cd6dad950a92b7d4f82673f8833,339,0.25,3.56
dbd66278cbfe1aa1000f90a217ca4695,85,0.10,3.53
44073f8b7e41514de3b7815dd0237f4f,144,0.25,3.52
1c68394e931a64f90ea236c5ea590300,142,0.76,3.52
c33847515fa6305ce6feb1e818569f13,114,0.27,3.51
05ff92fedb5be47920fea08e501238b9,59,0.47,3.51
376a891762bbdecbc02b4b6adec3fdda,57,0.22,3.51
95e03ca3d4146e4011985981aeb959b9,175,0.66,3.49
7178f9f4dd81dcef02f62acdf8151e01,203,0.21,3.47
53243585a1d6dc2643021fd1853d8905,358,0.30,3.45
2ff97219cb8622eaf3cd89b7d9c09824,89,0.48,3.45
c864036feaab8c1659f65ea4faebe1da,58,0.40,3.45
1464afc72f696af775557a821c2e253f,29,0.90,3.45
4ebdc7e6cd6102a022dadc49156d4ea8,29,0.16,3.45
fcb5ace8bcc92f75707dc0f01a27d269,62,0.51,3.39
c6bda72e4dbf5c5866b13cb1810c6d03,59,0.75,3.39
36a968b544695394e4e9d7572688598f,154,0.13,3.38
709e16e2b25c7474d980076c6bfc4806,60,0.16,3.33
b335c59ab742f751a85db9c411a86739,33,0.52,3.33
974cf2cb8f4b7add98709c30df02fe10,33,0.43,3.33
02f5837340d7eb4f653d676c7256523a,30,0.27,3.33
c8b3445d737de6befde0c88ede534a5e,30,0.17,3.33
3c487ae8f8d7542beff5788e2e0aea83,30,0.45,3.33
1e8b33f18b4f7598d87f5cbee2282cc2,123,0.09,3.28
cce6ab8d1682639fe45ab70234f1665f,63,0.19,3.28
aced59e9b31ef866a94f9e7f29d8d418,61,0.27,3.28
116ccb1a1604bc88e4d234a8c23f33de,61,0.03,3.28
1838dd9b8977065acf51d95e0053ea7a,64,0.06,3.23
b92e3c8f9738272ff7c59e111e108d7c,62,0.24,3.23
4917cee8d902e13428c3ec4b1ca6f315,33,0.42,3.23
18e694e0e48ed6f7aa3f24aade5fd697,31,0.03,3.23
33576ec5412fb5905d876f12f33bfde6,31,0.16,3.23
f00e21b1e91a79653163b7fd8f293ff1,31,1.03,3.23
5d3bb11474a06bdc23fb9e89f1164ee0,31,0.25,3.23
72c5da29406b4234927b81855e7b64f6,31,0.45,3.23
01fd077212124329bac32490e8ef80d9,31,0.23,3.23
4e06067cc08b3f41d837768d392c3ee3,31,1.22,3.23
ff063b022a9a0aab91bad2c9088760b7,94,0.09,3.19
b76dba6c951ab00dc4edf0a1aa88037e,159,0.30,3.18
8a32e327fe2c1b3511609d81aaf9f042,132,0.07,3.17
562fc2f2c2863ab7e79a9e4388a58a14,260,0.32,3.14
80e6699fe29150b372a0c8a1ebf7dcc8,98,0.31,3.13
76d64c4aca3a7baf218bf93ef7fa768d,64,0.20,3.13
232a6014e7b10cba61c6c2b2ea6bb4b0,33,0.17,3.13
3340ef1913fb70d28420f6ceb685c339,32,3.14,3.13
3c4e0452bff7a2a788179488d3d77032,32,0.86,3.13
6481e96574816ead57975da2c0f6d80d,32,0.02,3.13
ea67327e24487bdfac5fbfa37ea124df,32,0.53,3.13
066a6914e1ebf3ea95a216c73a986b91,68,1.81,3.03
dfc5fb7259bb2b599ca565e6e9448f0f,33,0.88,3.03
cc5a78bbad32776dc4e3af205218368c,33,0.13,3.03
b839e41795b7f3ad94cc2014a52f6796,33,0.25,3.03
8bd0f31cf0a614c658f6763bd02dea69,33,0.23,3.03
7722b1df1b0e383e000397b2c11e3e19,134,0.11,3.01
d94a40fd42351c259927028d163af842,101,0.07,3.00
966cb4760537b1404caedd472cc610a5,75,0.04,2.99
42bde9fef835393bb8a8849cb6b7f245,35,0.18,2.94
a3dd39f583bc80bd8c5901c95878921e,34,0.05,2.94
9646c3513289980f17226a2fc4720dbd,71,0.66,2.90
aaed1309374718fdd995ee4c58c9dfcd,105,0.10,2.88
240b9776d844d37535668549a396af32,36,0.46,2.86
fde0cc9ea29c8ccfc0a2c22256a58c71,35,0.20,2.86
bf3c6d2a28b2b5501e6c15448982dcc9,35,0.02,2.86
25e6ffe976bd75618accfe16cefcbd0d,108,0.29,2.83
30a2f535bb48308f991d0b9ad4a8c4bb,71,0.23,2.82
9de4643a8dbde634fe55621059d92273,72,0.52,2.78
66dc1b1632bd6a3e508510c5b3492107,37,0.12,2.78
32b8764b4ef628b53608fc34011fcc13,36,0.03,2.78
3586b8580d9c917874e053a1bb37b5ff,36,0.93,2.78
9e6229250fedbe05838fef417b74e7fb,74,0.09,2.74
516e7738bd8f735ac19a010ee5450d8d,76,0.11,2.70
96804ea39d96eb908e7c3afdb671bb9e,38,0.18,2.70
594f9aaa48e5bf431f011ddc5669b0d5,37,0.08,2.70
bacb1f0ed56ad24198f5810d2b3fe9a5,42,0.11,2.63
d66c305afaec317ebee552073a674429,41,0.18,2.63
5a93f3ab0ef4c84ed5e1b5dbf23978bc,39,0.74,2.63
7f7b8245c336066a1f9933c359f11d77,38,0.23,2.63
37be5a7c751166fbc5f8ccba4119e043,272,0.23,2.60
2a84855fd20af891be03bc5924d2b453,164,0.63,2.58
d1b65fc7debc3361ea86b5f14c68d2e2,40,0.03,2.56
55a5b51f93f2b70ea513f5a047b0262a,39,0.17,2.56
d23019c84ffae2d5ef2270367b8605fc,39,0.56,2.56
dbc22125167c298ef99da25668e1011f,406,0.28,2.54
1d4587203296c8f4ad134dc286fa6db0,42,0.59,2.50
0432ead42b6c8a0bdf68154add917fdf,85,0.21,2.44
8bb48dc19fccaa8613b6229bf7f452a2,82,0.06,2.44
9add47bf45ce8e8c7db6b9cf670b1e09,43,0.16,2.44
d98eec89afa3380e14463da2aabaea72,168,0.39,2.38
9674754b5a0cb32b638cec001178f799,86,0.09,2.38
58f1a6197ed863543e0136bdedb3fce2,44,0.28,2.38
3d8fa2f5b647373c8620330c4e077a9f,43,0.28,2.38
bd23da7354813347129d751591d1a6e2,89,0.47,2.33
e0a366315b1b726b6c7832d664c0f530,43,0.14,2.33
33a17d60c64393351ebf1ef860f4e0f2,43,0.38,2.33
3f995f07c49d0d55a99d5c54957f7d81,43,0.19,2.33
86ccac0b835037332a596a33b6949ee1,180,0.21,2.25
c68fb906c8f4b4b946d8386bfa6e5467,45,0.04,2.22
b8bc237ba3788b23da09c0f1f3a3288c,45,0.04,2.22
bccf933e006e9b94a6184af782963e77,45,0.11,2.22
f680f85bee2d253556ac91be391d2c82,45,0.07,2.22
85d9eb9ddc5d00ca9336a2219c97bb13,509,0.16,2.20
2a5b78b41cd05baeac8df54c6606b92c,49,0.07,2.17
83e197e95a1bbabc8c75e883ed016c47,47,0.22,2.17
efcd8d2104f1a05d028af7bad20d974b,47,0.12,2.17
381c83fdca332ea6afd896da20bf6e4a,46,0.11,2.17
0691148aee60ca47977c187804f935ae,47,1.43,2.13
8a432f4e5b471f8da497d7dc517666e2,95,0.15,2.11
b4ffb71f0cb1b1c3d63fad021ecf93e1,144,0.20,2.10
4c03b9dd4c11ee2cb35c96c49efc9420,48,0.19,2.08
0ef83d7d83ed97cd2a0049ac8be5f88a,48,0.20,2.08
138dbe45fc62f1e244378131a6801526,49,0.05,2.04
5cf13accae3222c70a9cac40818ae839,149,0.17,2.03
cab85505710c7cb9b720bceb52b01cee,206,0.30,1.99
ac3508719a1d8f5b7614b798f70af136,103,0.13,1.98
751bdc4d83a466c7206cd42e8f426b03,54,0.41,1.96
33a6f4b1e7cdc205511e76ba1b6e0186,105,0.17,1.90
6c177e38df6d3f34182b1f1d427231bf,55,0.02,1.89
a5cba26a62b8b4d0145b68b841e62e7f,54,0.22,1.89
2dee2ce60de9709b1a24083217181a1f,54,0.15,1.85
289cdb325fb7e7f891c38608bf9e0962,110,0.10,1.83
1127b7f2594683f2510f1c2c834a486b,114,0.43,1.82
1b8356dabde1d35e17cef975c3f82730,56,0.25,1.82
6c7d50c24b3ccd2fd83b44d8bb34e073,114,0.10,1.79
3bdff180c7e1f6551a643b99c265a120,59,0.28,1.79
229c3efbfb0ea2058de4ccdfbc3d784a,121,0.28,1.69
582d4f8675b945722eda7c0cb61ba4c7,59,0.04,1.69
91f848e9f4be368f4318775aac733370,63,0.10,1.67
ce27a3cc3c8cc1ea79d11e561e9bebb6,135,0.07,1.64
5f1dc28029d2c244352a68107ec2b542,62,0.18,1.61
520b493b57809f446cb0a233bb3e25c7,63,0.21,1.59
e26901d5ab434ce92fd9b5c256820a4e,202,0.10,1.52
cb8bcce248bb1fb274ba762d8b971456,68,0.06,1.52
48162d548f5b1b11b9d29d1e01f75a61,68,0.16,1.52
9d5a9018aee56acb367ba9c3f05d1d6a,67,0.05,1.52
259f7b5e6e482c230e5bfaa670b6bb8f,138,0.12,1.47
ca3bd7cd9f149df75950150d010fe4a2,71,0.06,1.47
822166ed1e47908f7cfb49946d03c726,69,0.09,1.45
c3cfdc648177fdbbbb35635a37472c53,278,0.04,1.44
6cd68b3ed6d59aaa9fece558ad360c0a,149,0.12,1.34
d12c926d74ceff0a90a21184466ce161,78,0.04,1.32
dfa0c4c6229ab200a4a1336b4d7128ff,77,0.26,1.30
d921b68bf747894be13a97ae52b0f386,77,0.08,1.30
744dac408745240a2c2528fb1b6028f3,79,0.05,1.28
080199a181c46c657dc5aa235411be3b,79,0.41,1.27
0df3984f9dfb3d49ac6366acbd3bbb85,87,0.18,1.16
609e1a9a6c2539919b8205cf7c4e6ff0,87,0.29,1.15
725c32fa80c2faacc4fc88450d27314e,89,0.23,1.12
530ec6109d11eaaf87999465c6afee01,97,0.05,1.06
5c243662ce92d84573bfaff24c3e3700,98,0.06,1.02
8c16d1f32a54d92897cc437244442e1b,108,0.15,0.93
612170e34b97004b3ba37eae81836b4c,107,0.01,0.93
17ca9b9e9b9ef8fdb529001b49ebb50f,116,0.08,0.87
0ea22c1cfbdc755f86b9b54b39c16043,237,0.06,0.85
12b9676b00f60f3b700e83af21824c0e,135,0.11,0.75
0bae85eb84b9fb3bd773911e89288d54,137,0.03,0.74
fc906263ca5083d09dce42fe02247800,114,0.00,0.00
06e5eefc71ec47ae763c5c6f8db7064f,92,0.00,0.00
9616352088dcf83a7c06637f4ebf1c80,92,0.00,0.00
f3b80352b986ab4d1057a4b724be19d0,87,0.00,0.00
8ae520247981aa06bc94abddf5f46d34,65,0.00,0.00
d566c37fa119d5e66c4e9052e83ee4ea,65,0.00,0.00
b372ee768ed69e46ca8cdbd267aa7a38,63,0.00,0.00
57e632711dec9ec14ca7546769483e7e,62,0.00,0.00
d57e18d5f73c7ccb7f7339b61166898d,61,0.00,0.00
e882b2a25a10b9c057cc49695f222c19,57,0.00,0.00
fa1a9dec3a9940c072684a46728bf1fc,55,0.00,0.00
cc63f0dd2acba93ffed4fe9f8e0321fa,55,0.00,0.00
3504c0cb71d7fa48d967e0e4c94d59d9,53,0.00,0.00
2b3e4a2a3ea8e01938cabda2a3e5cc79,52,0.00,0.00
b1a81260566c1bac3114a6d124413f27,51,0.00,0.00
aae3bfea055532c57fb453ed3ec80b30,48,0.00,0.00
81f89e42267213cb94da7ddc301651da,46,0.00,0.00
3bb548e3cb7f70f28e3f11ee9dce0e59,46,0.00,0.00
6b90f847357d8981edd79a1eb1bf0acb,45,0.00,0.00
b410bdd36d5db7a65dcd42b7ead933b8,44,0.00,0.00
acce39e832338debb07b02385cde5967,44,0.00,0.00
4da0e408c99d2fdc2126dc9fce518060,44,0.00,0.00
6df688df543f90e9b38f4319e75a9d88,40,0.00,0.00
34d1ca11b242c0fee2c834ae8d788566,40,0.00,0.00
b1ac6ea7895bc3dd6f0f6f4abbdd2821,40,0.00,0.00
718539d38d07dd351c76db862760e2e2,37,0.00,0.00
6338ea67c41078a46ad99cc009654956,37,0.00,0.00
bd4889b5e9133b35b66e42a8665cea5c,36,0.00,0.00
31561f325664a8a7aba4c8d0c3a9b3db,36,0.00,0.00
bba74270a87732727b5a3b4fd9ac1c39,36,0.00,0.00
5cbbd5a299cab112b7bf23862255e43e,36,0.00,0.00
325f3178fb58e2a9778334621eecdbf9,36,0.00,0.00
e49c26c3edfa46d227d5121a6b6e4d37,35,0.00,0.00
65febd49fd28ec955651299159b1f527,35,0.00,0.00
5160d23075764e18e07c1f4a87fad743,34,0.00,0.00
33ac3e28642ab8bda860a2f693000e78,34,0.00,0.00
b90e891671cffd9557f33a97dc523645,34,0.00,0.00
48efc9d94a9834137efd9ea76b065a38,33,0.00,0.00
9baf5cb77970f539089d09a38bcec5c3,32,0.00,0.00
fad44952713764836814be105382aee5,32,0.00,0.00
ed4acab38528488b65a9a9c603ff024a,32,0.00,0.00
0ebd97a106433a45a4aebe57c1799778,31,0.00,0.00
f67efa3f0b6761102a7f8c6b7b571f5d,31,0.00,0.00
1b938a7ec6ac5061a66a3766e0e75f90,30,0.00,0.00
40d54b51e962dbe09cabbcfd33298dee,30,0.00,0.00
94e93ce877be27a515118dbfd2c2be41,30,0.00,0.00
4bf2f4ee540798a61f9636d12cd9cc80,29,0.00,0.00
73a63f72308aa20a46f4b1632018f196,29,0.00,0.00
bf00385a5f7fc1ef39a13c2e9ee50a5f,29,0.00,0.00
14a08204d03bb6b6bde8029f801ae0eb,28,0.00,0.00
960945e1a9535cbc0cd6ddd35fbe7ae8,28,0.00,0.00
0885aaf116795758dfeb5f1032487bcd,28,0.00,0.00
cac876b37d3abcd6bd76caca30277996,27,0.00,0.00
f41ce2e25237f9092cd8e6e7516c7a2f,27,0.00,0.00
7ade73f1b9b4e965f9009a4c3a7e2c15,27,0.00,0.00
671585f5a2af58b6e276bc01003c0d2b,27,0.00,0.00
cc3d14116804f7209f3884f6367f1152,27,0.00,0.00
272f092de69afedd4d2969440b37f18f,26,0.00,0.00
5debea795b07621e1f90532e18f96145,25,0.00,0.00
b2a6d334e2833acea353624840e25a0e,25,0.00,0.00
916748bc99315c2d202898ae58b1617e,25,0.00,0.00
3481aa57cd91f9f9d3fa1fa12d9a3bf7,25,0.00,0.00
e48b04bf1aa1ef711caebeb7aede6180,25,0.00,0.00
c731d18cea9bf687ffee82a241c25b11,24,0.00,0.00
e6a69c4a27dfdd98ffe5aa757ad744bc,24,0.00,0.00
916c9de0b5ad957346eeeb12f332687e,23,0.00,0.00
7e26c750b4cb9f6766f58265ff9ebe95,23,0.00,0.00
42ef3192a9ff87a22d1867b74b3ee205,23,0.00,0.00
5c853bb56f70f4d14218944bae111d7a,23,0.00,0.00
79ed755314cfe6df0daef2c6cd3022cd,23,0.00,0.00
6426d21aca402a131fc0a5d0960a3c90,23,0.00,0.00
013900e863eace745d3ec7614cab5b1a,23,0.00,0.00
d8c7ba53e7e38711eaef8c2849d6d2e1,22,0.00,0.00
52f9db5cfb423382a2fa5c9e39303202,22,0.00,0.00
eed78ac17f7f795a19a709745f00cd4e,22,0.00,0.00
42fa4ee7240e9b8eb4576358ec142ba7,22,0.00,0.00
e9511df20ccd82658a30c37b7fb343af,22,0.00,0.00
bd697db56ff8e7c9cd1abeb7f72029b2,22,0.00,0.00
679769a98cfcc6da877c8486ff1c13f3,21,0.00,0.00
6b15924333bd1a741595fe981ea04822,21,0.00,0.00
5bffbafbb22daf6d3bfc216a46db8708,21,0.00,0.00
e21a1e8be4715b0fcfd5385643bc49c4,21,0.00,0.00
845e8036c3f7bf62099352f5ed910240,21,0.00,0.00
f9244d45189d3a3605499abddeade7d5,21,0.00,0.00
55d3daac7c404d59e51c2aa2f4dc5a23,21,0.00,0.00
b347677812ea483b0f528eaf8cbc09b7,21,0.00,0.00
c72de06d72748d1a0dfb2125be43ba63,21,0.00,0.00
3785b653b1b82de85ab47dd139938091,21,0.00,0.00
02ecc2a19303f05e59ce133fd923fff7,21,0.00,0.00
41c2bad7229b0c25e6becf179ebf63ff,20,0.00,0.00
93b9a99027bd8bd6af682aff18dd19bf,20,0.00,0.00
b494891378bd8f4560abe576c52deacd,20,0.00,0.00
bf100ecb7997df312b285358fb32f92c,20,0.00,0.00
8ab42aa58097fd4668d60cc648225d5f,20,0.00,0.00
ffff564a4f9085cd26170f4732393726,20,0.00,0.00
